License Number,Street Number,Street Name,City,State,Zip Code,Square Footage
510086,3731,RT 9W                   ,HIGHLAND          ,NY,12528,1200
510654,8404,RT 209                      ,ELLENVILLE        ,NY,12428,2400
510171,6532,RT 209 PO BOX 654           ,KERHONKSON        ,NY,12446,1750
515936,9014,RT 28 BELLAYRE PLAZA        ,PINE HILL         ,NY,12465,1500
515916,1398,RT 213                      ,HIGH FALLS        ,NY,12440,2000
515903,1464,OLD RT 209 PO BOX 234       ,SPRING GLEN       ,NY,12483,1500
510156,85,MURRAY ST RONDOUT PLZ         ,KINGSTON          ,NY,12401,3900
510416,295,RT 375 PO BOX 420    ,WEST HURLEY       ,NY,12491,800
510283,6325,RT 209                ,KERHONKSON        ,NY,12446,4000
515480,1063,RT 9W PO BOX 233            ,ESOPUS            ,NY,12429,1600
515609,208,WALDEN RD BOX 61             ,WALLKILL          ,NY,12589,1200
515604,906,RT 28 PO BOX 327         ,WEST HURLEY       ,NY,12491,1500
515566,356,RT 212                       ,SAUGERTIES        ,NY,12477,1500
515505,3962,RT 28                       ,BOICEVILLE        ,NY,12412,7800
515680,1584,RT 44-55              ,CLINTONDALE       ,NY,12515,3000
515471,6331,RT 209 PO BOX 161       ,KERHONKSON        ,NY,12446,1500
515457,,RT 209&52                        ,ELLENVILLE        ,NY,12428,1250
515398,,RT 32&213                        ,ROSENDALE         ,NY,12472,2000
515519,730,RT 208                       ,GARDINER          ,NY,12525,2000
510029,3689,RT 32                       ,SAUGERTIES        ,NY,12477,3000
515875,3411,US HWY 209                  ,STONE RIDGE       ,NY,12484,1800
515767,,RT 9W&MILTON TPKE                ,MILTON            ,NY,12547,2000
515762,,RT 9W 810 BROADWAY               ,ULSTER PARK       ,NY,12487,4000
515344,1166,RT 208                      ,WALLKILL          ,NY,12589,12000
515715,4099,RT 28 BOX 515               ,BOICEVILLE        ,NY,12412,17000
510220,2060,RT 32                       ,MODENA            ,NY,12548,1400
510443,4990,RT 209              ,ACCORD            ,NY,12404,4000
510501,8057,RT 209                      ,ELLENVILLE        ,NY,12428,600
510221,295,RT 375               ,WEST HURLEY       ,NY,12491,12000
510468,3110,RT 28 SHOKAN SQUARE   ,SHOKAN            ,NY,12481,3000
510232,,PO BOX 101 I87 MILEPOST 103N   ,MALDEN ON HUDSON  ,NY,12453,2500
510521,604,RT 208                 ,GARDINER          ,NY,12525,3000
510523,333,RT 212                       ,SAUGERTIES        ,NY,12477,2200
515719,560B,RT 44-55              ,HIGHLAND          ,NY,12528,1400
510345,724,RT 212                       ,SAUGERTIES        ,NY,12477,3000
510489,609,ALBANY AVE                   ,KINGSTON          ,NY,12401,1500
510544,6325,RTE 209               ,KERHONKSON        ,NY,12446,4800
510679,3203,RT 212                      ,BEARSVILLE        ,NY,12409,1100
711290,1080,ROUTE 28                ,KINGSTON          ,NY,12401,2000
510727,566,RT 299                       ,HIGHLAND          ,NY,12528,2300
510877,5150,RTE 28                  ,MOUNT TREMPER     ,NY,12457,1000
703903,1985,ROUTE 32                    ,MODENA            ,NY,12548,7500
510823,3600,RT 9W                       ,HIGHLAND          ,NY,12528,2000
510680,2066,ROUTE 32            ,MODENA            ,NY,12548,35000
713330,954,ROUTE 28               ,KINGSTON          ,NY,12401,6000
702128,3103,RT 208                ,WALLKILL          ,NY,12589,2184
712808,5340,RTE 28                      ,MOUNT TREMPER     ,NY,12457,800
510779,3139,RT 28                 ,SHOKAN            ,NY,12481,1800
708390,7500,RT 209              ,NAPANOCH          ,NY,12458,125000
510841,3091,RT 28                 ,SHOKAN            ,NY,12481,1600
710927,6337,ROUTE 209             ,KERHONKSON        ,NY,12446,1170
510692,4131,RT 28                 ,BOICEVILLE        ,NY,12412,2000
712120,3124,RT 44/55                    ,GARDINER          ,NY,12525,1000
510874,1631,RTE 44/55                   ,CLINTONDALE       ,NY,12515,1000
510809,1155,RT 32                   ,ROSENDALE         ,NY,12472,8000
510713,,NYS THRUWAY MILE POST 96 S     ,LAKE KATRINE      ,NY,12449,900
510859,8112,RT 209                      ,ELLENVILLE        ,NY,12428,1500
711599,2781,ROUTE 32                    ,SAUGERTIES        ,NY,12477,2000
510799,3732,ROUTE 9W                    ,HIGHLAND          ,NY,12528,5000
711734,2419,RT 52                       ,PINE BUSH         ,NY,12566,9339
708688,2187,ROUTE 32                ,MODENA            ,NY,12548,400
510768,940,RT 28                  ,KINGSTON          ,NY,12401,1300
713468,6101,RT 209                  ,KERHONKSON        ,NY,12446,2000
709115,906,RTE 28                 ,KINGSTON          ,NY,12401,2200
712068,330,RTE 212                  ,SAUGERTIES        ,NY,12477,10000
510771,249,RT 32 PO BOX 387             ,NEW PALTZ         ,NY,12561,1800
712625,1836,RT 44/55                ,MODENA            ,NY,12548,1000
712623,1155,RT 32                       ,ROSENDALE         ,NY,12472,10000
724921,2378,STATE RT 28                 ,WEVERTOWN         ,NY,12886,0
723011,6123,STATE RT 8                  ,CHESTERTOWN       ,NY,12817,9111
721491,2660,STATE RT 9L             ,QUEENSBURY        ,NY,12804,0
717722,7915,NYS RT 8                    ,BRANT LAKE        ,NY,12815,680
716055,5408,ST RT 8                 ,CHESTERTOWN       ,NY,12817,1500
722298,1433,STATE RT 9                  ,QUEENSBURY        ,NY,12804,0
520123,321,RT 149                       ,LAKE GEORGE       ,NY,12845,1200
520122,985,RT 149                       ,QUEENSBURY        ,NY,12804,150
520048,3624,RT 9                  ,LAKE GEORGE       ,NY,12845,1300
520178,6272,RT 9                        ,CHESTERTOWN       ,NY,12817,1600
520182,,GLEN ISLAND                ,BOLTON LANDING    ,NY,12814,800
520072,1424,RT 9 STE 15                 ,LAKE GEORGE       ,NY,12845,1200
520073,891,RT 9                         ,QUEENSBURY        ,NY,12804,200000
525305,920,US 9                         ,QUEENSBURY        ,NY,12804,12000
525317,977,RT 149                       ,LAKE GEORGE       ,NY,12845,2300
525328,3196,RT 28                       ,NORTH CREEK       ,NY,12853,2000
520191,2160,RT 9                        ,LAKE GEORGE       ,NY,12845,7000
520192,6259,RT 9                  ,CHESTERTOWN       ,NY,12817,600
520516,2164,RT 9                        ,LAKE GEORGE       ,NY,12845,3000
525363,1978,E RIVER DR                  ,LAKE LUZERNE      ,NY,12846,2000
520605,74,RT 149                        ,LAKE GEORGE       ,NY,12845,1800
525174,6151,RT 8                        ,CHESTERTOWN       ,NY,12817,2550
525185,966,US RT 9              ,QUEENSBURY        ,NY,12804,2500
520156,1412,RT 9                        ,LAKE GEORGE       ,NY,12845,3000
520159,1053,RT 9                  ,QUEENSBURY        ,NY,12804,1000
520262,3586,RT 9                  ,LAKE GEORGE       ,NY,12845,1200
705969,3235,ROUTE 28                ,NORTH CREEK       ,NY,12853,900
520255,9844,RT 8                  ,HAGUE             ,NY,12836,3000
520237,1002,RT 9                        ,QUEENSBURY        ,NY,12804,0
711564,2217,RT 9                        ,LAKE GEORGE       ,NY,12845,3000
713301,6356,STATE RTE 9           ,CHESTERTOWN       ,NY,12817,2500
714612,1415,RT 9                ,LAKE GEORGE       ,NY,12845,1900
713303,3184,STATE RTE 28                ,NORTH CREEK       ,NY,12853,2200
520243,2096,RT 9                        ,LAKE GEORGE       ,NY,12845,800
711888,6499,STATE ROUTE 8               ,BRANT LAKE        ,NY,12815,3000
723014,1085,STATE RT 197                ,ARGYLE            ,NY,12809,7400
722008,481,CITY RTE 47                  ,ARGYLE            ,NY,12809,0
716206,1251,RT 29                   ,GREENWICH         ,NY,12834,11560
722181,2085,NYS RT 196              ,HUDSON FALLS      ,NY,12839,1600
715915,3602,COUNTY ROUTE 30             ,SALEM             ,NY,12865,0
724826,11350,NYS RT 149                 ,FORT ANN          ,NY,12827,9160
535058,1286,RT 29               ,GREENWICH         ,NY,12834,1800
535099,1075,RT 196              ,HUDSON FALLS      ,NY,12839,3000
530029,12072,RT 4                       ,WHITEHALL         ,NY,12887,1600
535219,1042,CTY RT 61                   ,SHUSHAN           ,NY,12873,3850
535213,1409,RT 24                 ,MIDDLE GRANVILLE  ,NY,12849,2550
535240,364,RT 29                  ,GREENWICH         ,NY,12834,1500
535218,4725,RT 40                       ,ARGYLE            ,NY,12809,2800
535148,212,DELEVAN RD (WHITE CREEK)     ,EAGLE BRIDGE      ,NY,12057,1500
530061,1184,RT 29                       ,GREENWICH         ,NY,12834,7500
530052,1169,RT 29                   ,GREENWICH         ,NY,12834,3000
530051,1251,RT 29                   ,GREENWICH         ,NY,12834,35000
530103,11962,RT 4                 ,HAMPTON           ,NY,12887,900
530105,1055,RT 30                 ,SALEM             ,NY,12865,4000
530772,2945,RT 74                       ,GREENWICH         ,NY,12834,3000
530089,4363,RT 22                       ,SALEM             ,NY,12865,900
535031,3870,US 4 (KINGSBURY)            ,HUDSON FALLS      ,NY,12839,2250
530104,2628,RT 29                 ,GREENWICH         ,NY,12834,1000
530120,8062,RT 40                       ,HARTFORD          ,NY,12838,2900
530126,1133,RT 22                       ,CAMBRIDGE         ,NY,12816,7000
530031,11300,RT 149               ,FORT ANN          ,NY,12827,2000
530128,8648,RT 22                       ,GRANVILLE         ,NY,12832,8660
530036,1165,RT 29               ,GREENWICH         ,NY,12834,47000
530186,5635,RT 40                       ,ARGYLE            ,NY,12809,1000
714902,11116,STATE RTE 29           ,GREENWICH         ,NY,12834,1500
711849,5499,COUNTY ROUTE 30             ,GRANVILLE         ,NY,12832,1500
530163,691,RT 30                        ,SALEM             ,NY,12865,800
705282,3121,CO RT 30                ,SALEM             ,NY,12865,1800
707959,703,COUNTRY ROUTE 49             ,COSSAYUNA         ,NY,12823,1200
530198,6065-6069,LAKESIDE RD WAY        ,HULETTS LANDING   ,NY,12841,0
530147,744,CR 61                        ,CAMBRIDGE         ,NY,12816,500
530140,10254,RT 22                      ,NORTH GRANVILLE   ,NY,12832,3600
530169,5565,RT 4                        ,FORT ANN          ,NY,12827,13500
530151,2275,STATE RT 22           ,CAMBRIDGE         ,NY,12816,800
720663,,ST RT 104 & SLOCUM RD            ,ONTARIO           ,NY,14519,0
725508,6210,STATE ROUTE 21              ,WILLIAMSON        ,NY,14589,0
715929,10329,RT 31                ,CLYDE             ,NY,14433,750
728451,6564,ROUTE 88                    ,SODUS             ,NY,14551,0
723689,5630,NORRIS RD           ,NORTH ROSE        ,NY,14516,900
540196,425,RT 31                        ,MACEDON           ,NY,14502,203819
540140,3906,RT 104 PO BOX 181           ,WILLIAMSON        ,NY,14589,6100
545313,1215,ROUTE 31                ,MACEDON           ,NY,14502,9000
540073,4089,RT 104 PO BOX 22        ,WILLIAMSON        ,NY,14589,5000
540154,4061,RT 104                      ,WILLIAMSON        ,NY,14589,15500
545154,2166,PENFIELD WALWORTH RD        ,WALWORTH          ,NY,14568,2000
545155,1661,RT 104                      ,ONTARIO           ,NY,14519,2000
540391,,MILLER&FINCH STS                 ,NEWARK            ,NY,14513,60000
545287,13824,RT 370             ,RED CREEK         ,NY,13143,3200
545244,1933,RT 104 PO BOX 594   ,ONTARIO           ,NY,14519,2000
540092,98,RT 104                        ,ONTARIO           ,NY,14519,2500
540093,2007,RT 104                ,ONTARIO           ,NY,14519,2000
540119,6788,RT 31 EAST                  ,NEWARK            ,NY,14513,160000
540121,1005,ROUTE 31                    ,LYONS             ,NY,14489,7500
540083,20,NYS RT 31             ,LYONS             ,NY,14489,6000
712074,1250,ST RTE 104              ,ONTARIO           ,NY,14519,20000
540212,27,ST RT 31 W                    ,LYONS             ,NY,14489,6000
713697,6114,STATE RTE 104               ,SODUS             ,NY,14551,0
714320,3885,STATE RTE 104               ,WILLIAMSON        ,NY,14589,0
540242,1241,ST RT 31            ,MACEDON           ,NY,14502,2800
713191,4734,RTE 104                 ,WILLIAMSON        ,NY,14589,3200
540238,6730,ROUTE 31 E              ,NEWARK            ,NY,14513,0
712243,1250,RT 104                      ,ONTARIO           ,NY,14519,7798
540216,337,RT 31                  ,MACEDON           ,NY,14502,2430
540244,5770,ROUTE 104                   ,WILLIAMSON        ,NY,14589,0
719438,261,S RIDGE ST                   ,RYE               ,NY,10580,25000
719437,777,WHITE PLAINS RD              ,EASTCHESTER       ,NY,10709,29000
716606,151S,4TH AVE                     ,MOUNT VERNON      ,NY,10550,900
722350,87,ROUTE 6                   ,BALDWIN PLACE     ,NY,10505,900
721263,501,S TH AVENUE                  ,MOUNT VERNON      ,NY,10550,0
719570,100,RT 22                        ,GOLDENS BRIDGE    ,NY,10526,0
718685,235,WILLIAMS ST                  ,PORT CHESTER      ,NY,10573,1500
727781,,PO BOX 177 1 CROSS RIVER PLAZA   ,CROSS RIVER       ,NY,10518,0
716534,466,VALENTINE AVE                ,YONKERS           ,NY,10705,1500
728574,847,PELHAM PKWY POST ROAD PLAZA  ,PELHAM            ,NY,10803,50
557564,,RT 100 RD 4 PO BOX 549     ,KATONAH           ,NY,10536,2000
556193,,JEFFERSON VALLEY MALL RT 6       ,YORKTOWN          ,NY,10598,950
551619,1024,BROADWAY THORNWOOD CTR    ,THORNWOOD         ,NY,10594,0
551371,165-171,CENTRAL AVE              ,HARTSDALE         ,NY,10530,6500
551622,1100,E BOSTON RD             ,MAMARONECK        ,NY,10543,5000
552175,,PINES BRIDGE & YESHIVA RD BLDG   ,MOUNT KISCO       ,NY,10549,900
552173,325,RTE 100                  ,SOMERS            ,NY,10589,12764
551607,253,S RIDGE ST WASHINGTON PK PLAZ,RYE BROOK         ,NY,10573,20000
551923,80,RT 6                          ,BALDWIN PLACE     ,NY,10505,50
551878,,RT 35 AND BOUTON ROAD            ,SOUTH SALEM       ,NY,10590,500
551488,332,HARTSDALE AVE        ,HARTSDALE         ,NY,10530,1500
550164,,THE WESTCHESTER SPACE 3280       ,WHITE PLAINS      ,NY,10601,700
551757,80,BALDWIN PLACE MALL RT6        ,BALDWIN PLACE     ,NY,10505,70000
551955,413,N CENTRAL AVE            ,HARTSDALE         ,NY,10530,500
551124,870,RT 35                    ,CROSS RIVER       ,NY,10518,500
550752,291,RT 100                 ,SOMERS            ,NY,10589,500
550771,1283,WEAVER ST                   ,SCARSDALE         ,NY,10583,600
552755,955,CENTRAL AVE                  ,SCARSDALE         ,NY,10583,0
552893,,RT 35 &121               ,CROSS RIVER       ,NY,10518,15000
552644,3451,CROMPOND RD                 ,CORTLANDT MANOR   ,NY,10567,1200
702864,274,276 278 S 4TH AVE            ,MOUNT VERNON      ,NY,10550,2000
552219,393,N CENTRAL AVE                ,HARTSDALE         ,NY,10530,31000
552328,3700,BARGER ST/COR RT 6&32       ,SHRUB OAK         ,NY,10588,300
552469,55,ROUTE 6                 ,BALDWIN PLACE     ,NY,10505,900
552805,,HUTCHINSON RIVER PKWY    ,WHITE PLAINS      ,NY,10605,1500
714691,955,CENTRAL AVE              ,SCARSDALE         ,NY,10583,1000
714694,,I-29 MAMARONECK AVE          ,WHITE PLAINS      ,NY,10601,0
552303,98,HILLSIDE AVE                  ,PORT CHESTER      ,NY,10573,0
713487,1,CROSS RIVER PLAZA              ,CROSS RIVER       ,NY,10518,0
727935,2357,N MAIN ST                   ,WARSAW            ,NY,14569,2000
715392,4172,RT 98                   ,NORTH JAVA        ,NY,14113,3000
727402,4200,ROUTE 78                    ,BLISS             ,NY,14024,2000
726324,397,RT 39 WEST                   ,ARCADE            ,NY,14009,5000
560010,,PO BOX 95 MAIN RD RT 78          ,JAVA VILLAGE      ,NY,14083,3000
565200,2382,RT 19                       ,WARSAW            ,NY,14569,45000
565187,1884,RT 98                       ,ATTICA            ,NY,14011,2500
565154,,RT 19A                     ,PORTAGEVILLE      ,NY,14536,1800
560097,2600,RT 20A                      ,VARYSBURG         ,NY,14167,1900
565102,,RT19 STATE RD              ,WYOMING           ,NY,14591,2400
560036,2348,RT 19                       ,WARSAW            ,NY,14569,75000
565129,7298,RT 98                       ,ARCADE            ,NY,14009,2400
560025,5673,RT 20A                      ,WARSAW            ,NY,14569,2828
702063,3984,RT 39                   ,BLISS             ,NY,14024,2000
706838,1911,RT 78                       ,JAVA CENTER       ,NY,14082,150
722115,2808,ROUTE 54A                   ,PENN YAN          ,NY,14527,2500
729528,3900,NY 14A                      ,PENN YAN          ,NY,14527,0
575177,4342,JOHN GREEN RD               ,DUNDEE            ,NY,14837,1000
570059,1542,STATE RT 230                ,DUNDEE            ,NY,14837,3500
570001,3736,RT 54A                      ,BRANCHPORT        ,NY,14418,2500
570089,200,RT 14A                       ,PENN YAN          ,NY,14527,6336
570110,,RT 14A WINDMILL BOX 709    ,PENN YAN          ,NY,14527,600
570108,2406,ST RTE 54A            ,PENN YAN          ,NY,14527,0
575140,3173,RT 14A                      ,PENN YAN          ,NY,14527,9680
